"Name","Fund Type","Attribute Type","Attribute","Rating","NumCompanies","Avg % Return 3 yr"
"MPLIX - Praxis International Index Fund - Institutional","Equity Specialty","Social","Diversity & EEO","P",1,2.66
"MPLIX - Praxis International Index Fund - Institutional","Equity Specialty","Social","Human Rights","P",1,2.66
"MPLIX - Praxis International Index Fund - Institutional","Equity Specialty","Social","Labor Relations","P",1,2.66
"MPLIX - Praxis International Index Fund - Institutional","Equity Specialty","Social","Sudan","--",1,2.66
"MVIAX - Praxis Value Index A","Equity Large Cap","Environmental","Climate/Clean Technology","--",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Environmental","Environment","P",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Environmental","Pollution/Toxics","--",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Governance","Board Issues","--",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Governance","Executive Pay","--",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Products","Alcohol","X",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Products","Animal Welfare","R",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Products","Defense/Weapons","X",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Products","Gambling","X",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Products","Tobacco","X",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Social","Community Development","P",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Social","Diversity & EEO","P",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Social","Human Rights","P",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Social","Labor Relations","P",1,5.50
"MVIAX - Praxis Value Index A","Equity Large Cap","Social","Sudan","--",1,5.50
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Environmental","Climate/Clean Technology","--",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Environmental","Environment","P",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Environmental","Pollution/Toxics","--",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Governance","Board Issues","--",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Governance","Executive Pay","--",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Products","Alcohol","X",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Products","Animal Welfare","R",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Products","Defense/Weapons","X",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Products","Gambling","X",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Products","Tobacco","X",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Social","Community Development","P",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Social","Diversity & EEO","P",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Social","Human Rights","P",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Social","Labor Relations","P",1,6.00
"MVIIX - Praxis Value Index - Institutional","Equity Large Cap","Social","Sudan","--",1,6.00
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Environmental","Climate/Clean Technology","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Environmental","Environment","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Environmental","Pollution/Toxics","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Governance","Board Issues","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Governance","Executive Pay","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Products","Alcohol","R",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Products","Animal Welfare","R",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Products","Defense/Weapons","R",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Products","Gambling","R",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Products","Tobacco","R",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Social","Community Development","--",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Social","Diversity & EEO","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Social","Human Rights","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Social","Labor Relations","P",1,7.54
"MYPVX - Sentinel Sustainable Core Opportunities Fund (A Shares)","Equity Large Cap","Social","Sudan","--",1,7.54
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Environmental","Environment","C",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Environmental","Pollution/Toxics","C",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Governance","Board Issues","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Governance","Executive Pay","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Products","Alcohol","X",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Products","Animal Welfare","R",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Products","Defense/Weapons","X",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Products","Gambling","X",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Products","Tobacco","X",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Social","Community Development","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Social","Diversity & EEO","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Social","Human Rights","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Social","Labor Relations","P",1,8.14
"NBSLX - Neuberger Berman Socially Responsive I","Equity Large Cap","Social","Sudan","P",1,8.14
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Environmental","Environment","C",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Governance","Board Issues","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Governance","Executive Pay","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Products","Alcohol","X",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Products","Animal Welfare","R",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Products","Defense/Weapons","X",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Products","Gambling","X",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Products","Tobacco","X",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Social","Community Development","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Social","Diversity & EEO","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Social","Human Rights","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Social","Labor Relations","P",1,7.93
"NBSRX - Neuberger Berman Socially Resp Inv","Equity Large Cap","Social","Sudan","X",1,7.93
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Environmental","Environment","C",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Governance","Board Issues","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Governance","Executive Pay","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Products","Alcohol","X",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Products","Animal Welfare","R",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Products","Defense/Weapons","X",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Products","Gambling","X",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Products","Tobacco","X",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Social","Community Development","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Social","Diversity & EEO","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Social","Human Rights","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Social","Labor Relations","P",1,7.77
"NBSTX - Neuberger Berman Socially Resp Tr","Equity Large Cap","Social","Sudan","X",1,7.77
"NEXTX - Shelton Green Alpha Fund","All Cap","Environmental","Climate/Clean Technology","C *",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Environmental","Environment","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Environmental","Pollution/Toxics","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Governance","Board Issues","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Governance","Executive Pay","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Products","Alcohol","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Products","Animal Welfare","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Products","Defense/Weapons","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Products","Gambling","X",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Products","Tobacco","X",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Social","Community Development","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Social","Diversity & EEO","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Social","Human Rights","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Social","Labor Relations","C",1,2.89
"NEXTX - Shelton Green Alpha Fund","All Cap","Social","Sudan","X",1,2.89
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Environmental","Environment","C",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Governance","Board Issues","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Governance","Executive Pay","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Products","Alcohol","X",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Products","Animal Welfare","R",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Products","Defense/Weapons","X",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Products","Gambling","X",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Products","Tobacco","X",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Social","Community Development","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Social","Diversity & EEO","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Social","Human Rights","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Social","Labor Relations","P",1,7.74
"NRAAX - Neuberger Berman Socially Responsive A","Equity Large Cap","Social","Sudan","X",1,7.74
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Environmental","Environment","C",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Environmental","Pollution/Toxics","C",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Governance","Board Issues","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Governance","Executive Pay","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Products","Alcohol","X",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Products","Animal Welfare","R",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Products","Defense/Weapons","X",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Products","Gambling","X",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Products","Tobacco","X",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Social","Community Development","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Social","Diversity & EEO","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Social","Human Rights","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Social","Labor Relations","P",1,6.93
"NRACX - Neuberger Berman Socially Responsive C","Equity Large Cap","Social","Sudan","X",1,6.93
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Environmental","Environment","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Environmental","Pollution/Toxics","C",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Governance","Board Issues","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Governance","Executive Pay","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Products","Alcohol","X",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Products","Animal Welfare","R",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Products","Defense/Weapons","X",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Products","Gambling","X",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Products","Tobacco","X",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Social","Community Development","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Social","Diversity & EEO","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Social","Human Rights","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Social","Labor Relations","P",1,7.47
"NRARX - Neuberger Berman Socially Resp R3","Equity Large Cap","Social","Sudan","X",1,7.47
"PAFSX - Parnassus Asia Fund","Int'l Global","Environmental","Climate/Clean Technology","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Environmental","Environment","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Environmental","Pollution/Toxics","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Governance","Board Issues","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Governance","Executive Pay","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Products","Alcohol","R",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Products","Animal Welfare","P",1,3.64
"PAFSX - Parnassus Asia Fund","Int'l Global","Products","Defense/Weapons","R",1,3.64
